Date,Open,High,Low,Close,Adj Close,Volume
8/14/02,1273.939941,1334.310059,1265.189941,1334.300049,1334.300049,1629290000
8/15/02,1339.599976,1350.920044,1322.109985,1345.01001,1345.01001,1642850000
8/16/02,1333.26001,1368.689941,1325.98999,1361.01001,1361.01001,1389180000
8/19/02,1362.290039,1397.060059,1359.140015,1394.540039,1394.540039,1489490000
8/20/02,1384.469971,1389.839966,1370.97998,1376.589966,1376.589966,1396290000
8/21/02,1389.560059,1410.880005,1378.089966,1409.25,1409.25,1508530000
8/22/02,1410.75,1426.76001,1398.829956,1422.949951,1422.949951,1654080000
8/23/02,1411.75,1411.75,1377.640015,1380.619995,1380.619995,1365830000
8/26/02,1387.199951,1394.23999,1360.430054,1391.73999,1391.73999,1261360000
8/27/02,1395.040039,1396.400024,1346.209961,1347.780029,1347.780029,1432360000
8/28/02,1339.420044,1340.01001,1312.25,1314.380005,1314.380005,1351500000
8/29/02,1304.209961,1345.369995,1295.790039,1335.77002,1335.77002,1435190000
8/30/02,1326.050049,1337.920044,1314.689941,1314.849976,1314.849976,1089820000
9/3/02,1302.670044,1302.670044,1263.22998,1263.839966,1263.839966,1394260000
9/4/02,1268.650024,1294.650024,1261,1292.310059,1292.310059,1493510000
9/5/02,1274.76001,1274.76001,1251,1251,1251,1520290000
9/6/02,1280.27002,1304.02002,1280.27002,1295.300049,1295.300049,1320380000
9/9/02,1286.75,1310.329956,1270.72998,1304.599976,1304.599976,1247540000
9/10/02,1306.130005,1322.430054,1299.530029,1320.089966,1320.089966,1441490000
9/11/02,1328.349976,1347.27002,1314.959961,1315.449951,1315.449951,1075670000
9/12/02,1305.719971,1305.719971,1279.089966,1279.680054,1279.680054,1192760000
9/13/02,1272.939941,1292.359985,1270.589966,1291.400024,1291.400024,1265530000
9/16/02,1286.849976,1292.72998,1267.689941,1275.880005,1275.880005,1097330000
9/17/02,1292.910034,1298.5,1258.849976,1259.939941,1259.939941,1500330000
9/18/02,1244.52002,1263.900024,1233.079956,1252.130005,1252.130005,1570950000
9/19/02,1233.939941,1242.910034,1216.189941,1216.449951,1216.449951,1521130000
9/20/02,1229.469971,1232.959961,1216.23999,1221.089966,1221.089966,1796000000
9/23/02,1209.130005,1209.719971,1177.410034,1184.930054,1184.930054,1443330000
9/24/02,1170.949951,1200.449951,1169.040039,1182.170044,1182.170044,1666020000
9/25/02,1195.599976,1227.22998,1184.119995,1222.290039,1222.290039,1691640000
9/26/02,1231.849976,1239.619995,1206.910034,1221.609985,1221.609985,1664160000
9/27/02,1213.77002,1235.079956,1198.119995,1199.160034,1199.160034,1444460000
9/30/02,1187.47998,1190.73999,1160.069946,1172.060059,1172.060059,1682900000
10/1/02,1180.26001,1214.01001,1160.709961,1213.719971,1213.719971,1707860000
10/2/02,1208.030029,1222.719971,1183.76001,1187.300049,1187.300049,1763700000
10/3/02,1183.109985,1197.959961,1164.51001,1165.560059,1165.560059,1647320000
10/4/02,1174.579956,1175.75,1135.27002,1139.900024,1139.900024,1587030000
10/7/02,1135.790039,1145.790039,1113.359985,1119.400024,1119.400024,1409850000
10/8/02,1129.819946,1144.130005,1109.640015,1129.219971,1129.219971,1836990000
10/9/02,1117.140015,1135.890015,1112.079956,1114.109985,1114.109985,1755730000
10/10/02,1116.76001,1165.829956,1108.48999,1163.369995,1163.369995,1837940000
10/11/02,1179.900024,1220.119995,1179.900024,1210.469971,1210.469971,1915390000
10/14/02,1198.5,1221.599976,1193.420044,1220.530029,1220.530029,1204240000
10/15/02,1259.869995,1282.73999,1259.869995,1282.439941,1282.439941,2009640000
10/16/02,1239.540039,1253.609985,1229.060059,1232.420044,1232.420044,1585220000
10/17/02,1272.26001,1283.209961,1263.459961,1272.290039,1272.290039,1822740000
10/18/02,1270.130005,1288.079956,1253.439941,1287.859985,1287.859985,1665970000
10/21/02,1276.76001,1312.530029,1267.76001,1309.670044,1309.670044,1572970000
10/22/02,1285.540039,1307.599976,1280.660034,1292.800049,1292.800049,1723340000
10/23/02,1288.23999,1320.25,1279.459961,1320.22998,1320.22998,1598320000
